Animal,gender,ID,cute,rounded,streamlined,colorful,warning,speedy,powerful,reliable,elegant,friendly,rough,hard,aggressive,recognizable,specially-textured,beautiful-implied ,clever,leisurely,fashion-colored,majestic,specially-structured
ladybird,女,83,7,7,4,7,3,2,2,2,4,7,2,7,4,7,7,4,2,2,7,2,6
ladybird,女,84,6,7,1,7,7,1,1,1,1,1,1,4,1,7,7,4,4,6,4,1,7
ladybird,女,85,1,6,1,6,5,1,1,1,1,1,1,1,1,7,6,1,1,5,7,1,5
ladybird,女,86,6,6,3,6,6,4,2,2,5,5,4,3,3,5,6,4,3,4,6,4,4
ladybird,女,87,6,6,1,5,5,3,2,2,5,6,2,2,2,6,6,6,5,5,6,2,2
ladybird,女,88,6,6,5,6,6,2,2,2,4,3,2,3,2,6,6,3,3,5,5,1,5
ladybird,女,89,6,6,2,6,6,2,2,5,3,6,3,6,2,5,5,6,5,5,6,2,3
ladybird,女,90,6,5,4,7,6,6,4,4,5,5,2,4,3,6,5,4,3,5,4,3,5
ladybird,女,91,6,6,6,7,6,1,1,1,4,2,1,5,4,7,7,2,2,1,6,1,7
ladybird,女,92,7,7,1,7,7,1,1,7,7,7,1,7,1,7,7,7,7,7,7,1,1
ladybird,女,93,7,6,5,7,4,2,1,5,6,4,2,3,4,7,6,4,4,3,6,2,6
ladybird,女,94,7,6,4,7,7,4,2,2,4,5,2,6,2,6,7,5,5,4,5,2,4
ladybird,女,95,7,6,1,7,6,5,1,1,2,1,1,6,2,7,7,6,4,4,5,1,3
ladybird,女,96,7,7,1,7,5,3,2,4,5,5,4,5,4,7,7,6,4,4,7,2,4
ladybird,女,97,6,6,3,6,5,4,4,5,5,6,3,6,4,6,6,4,4,4,4,4,4
ladybird,女,98,4,7,6,7,5,4,1,1,4,4,2,1,4,7,6,4,4,4,7,2,4
ladybird,女,99,5,6,4,5,4,3,2,1,1,5,2,5,2,5,4,5,4,4,4,1,1
ladybird,女,100,1,7,6,7,4,1,1,4,4,4,1,5,1,7,7,4,4,6,3,1,4
ladybird,女,101,7,6,4,7,6,3,2,5,3,6,1,6,2,7,3,6,5,7,5,1,5
ladybird,女,102,7,7,6,7,5,4,3,5,6,6,3,5,3,7,6,5,5,5,6,3,6
ladybird,女,103,7,7,1,7,7,5,2,4,6,6,1,7,2,6,7,6,5,6,7,5,6
ladybird,女,104,6,7,3,7,6,3,2,2,5,5,2,5,3,6,7,4,5,5,6,2,5
ladybird,女,105,6,7,2,6,4,2,1,2,3,6,3,7,3,7,7,6,2,6,2,3,5
ladybird,女,106,7,7,4,6,4,1,1,1,6,4,1,2,1,7,7,6,1,4,7,1,5
ladybird,女,107,3,4,4,6,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
spider,男,1,5,4,1,3,3,5,6,5,7,2,1,3,6,7,3,1,5,7,2,3,7
spider,男,2,1,3,1,3,2,1,5,1,1,1,5,1,7,7,6,1,5,5,5,5,7
spider,男,3,2,3,2,3,2,2,1,1,3,3,2,2,2,2,2,1,6,3,1,2,3
spider,男,4,1,1,1,1,7,5,1,1,1,1,1,2,6,7,5,1,1,1,1,1,7
spider,男,5,1,1,1,5,6,2,2,1,5,2,4,6,7,7,5,2,2,6,3,4,7
spider,男,6,1,1,1,5,5,4,4,4,3,3,6,4,5,6,6,3,5,4,4,4,5
spider,男,7,1,1,1,1,2,2,2,2,2,2,3,1,6,6,5,1,6,1,2,3,7
spider,男,8,4,5,3,7,7,4,1,1,4,1,1,1,6,5,6,2,2,5,7,3,7
spider,男,9,4,3,3,6,5,4,3,3,4,4,3,4,5,5,4,4,5,4,5,4,6
spider,男,10,6,3,6,3,5,6,3,3,3,6,6,2,6,6,4,6,4,6,3,6,6
spider,男,11,6,6,6,4,6,6,6,6,6,5,6,5,6,6,6,6,6,7,4,7,6
spider,男,12,2,1,1,7,6,2,1,3,3,3,5,1,5,7,1,1,6,2,1,5,6
spider,男,13,1,1,1,2,6,5,4,1,1,1,6,2,7,7,4,1,5,1,5,2,7
spider,男,14,2,2,3,4,4,3,3,3,3,2,4,3,6,7,2,1,3,2,3,2,7
spider,男,15,1,1,1,7,7,4,4,2,2,1,3,6,6,7,5,1,5,2,3,2,7
spider,男,16,4,4,4,5,6,4,5,4,4,4,5,6,7,7,6,4,5,4,4,6,7
spider,男,17,3,5,4,6,6,4,3,3,3,2,4,3,6,6,6,4,6,4,3,3,5
spider,男,18,2,1,1,6,6,6,2,1,1,1,6,1,7,7,7,1,1,1,3,1,6
spider,男,19,1,1,1,4,7,7,1,1,1,1,7,1,5,7,2,1,4,6,1,7,7
spider,男,20,1,1,1,7,7,7,4,1,1,1,4,5,6,7,7,6,6,7,7,4,7
spider,男,21,1,7,2,3,6,4,3,1,4,3,3,3,3,3,3,3,3,3,3,3,5
spider,男,22,1,1,1,7,7,7,5,3,2,2,2,2,7,4,4,3,5,5,3,6,6
spider,男,23,2,4,1,1,6,2,1,1,2,1,4,4,2,7,1,1,6,6,1,1,4
spider,男,24,1,1,3,7,7,3,5,2,4,1,6,5,7,5,5,4,5,5,5,5,7
spider,男,25,1,2,2,7,7,2,2,1,1,1,4,3,7,7,6,1,1,5,6,2,7
spider,男,26,2,2,3,5,5,3,5,3,3,3,6,5,6,6,5,3,3,3,3,3,5
spider,男,27,4,7,4,7,7,4,5,1,6,2,1,6,7,7,7,1,3,4,5,1,6
spider,男,28,1,5,3,5,5,4,4,2,5,2,2,4,7,6,5,1,4,5,4,4,5
spider,男,29,2,1,3,5,7,1,1,1,1,1,1,1,5,7,4,5,2,2,5,5,2
spider,男,30,3,3,2,2,3,2,3,2,3,2,4,1,5,4,5,2,2,4,3,4,4
spider,男,31,1,1,1,7,7,1,1,1,4,1,1,1,7,7,5,1,1,1,4,1,7
spider,男,32,4,4,3,5,5,4,5,3,3,3,5,4,6,5,5,3,5,4,4,4,5
spider,男,33,1,1,1,5,1,1,2,1,1,1,1,5,6,7,7,1,1,4,3,1,6
spider,男,34,1,1,1,4,7,1,7,1,1,1,1,1,7,7,6,1,7,1,1,7,5
spider,男,35,5,6,6,6,6,6,7,7,7,7,7,7,4,6,6,4,6,6,2,2,3
spider,男,36,3,4,3,3,4,5,4,3,5,4,3,4,2,3,4,4,3,6,3,3,3
spider,女,37,1,1,6,7,7,6,6,2,1,1,1,1,7,7,5,1,1,1,4,4,7
spider,女,38,1,4,4,7,6,2,1,1,2,1,6,6,7,7,6,1,6,4,3,1,7
spider,女,39,1,1,5,7,7,7,5,1,5,1,4,4,7,7,2,5,5,1,6,1,5
spider,女,40,1,1,2,5,6,1,2,2,1,1,4,4,5,7,5,2,4,4,3,1,6
spider,女,41,1,1,1,5,6,6,2,1,3,2,6,5,6,7,5,5,5,6,5,1,7
spider,女,42,1,1,3,6,5,4,3,2,2,2,2,2,2,6,6,2,2,2,3,5,6
spider,女,43,2,2,1,6,7,5,1,1,5,2,2,5,5,7,5,2,5,2,6,5,7
spider,女,44,1,1,1,5,5,6,4,1,1,1,1,5,6,7,3,1,1,1,1,6,7
spider,女,45,1,2,1,5,5,3,2,1,1,7,6,4,7,7,6,1,5,4,5,1,6
spider,女,46,1,4,4,5,5,1,1,1,1,1,1,6,5,7,2,1,4,5,5,5,7
spider,女,47,1,1,1,1,1,4,5,4,2,1,2,5,4,7,5,1,3,2,4,3,6
spider,女,48,1,1,1,1,1,1,1,1,1,1,7,5,2,7,4,1,1,7,1,1,5
spider,女,49,1,1,4,1,1,5,4,2,6,3,4,4,7,7,7,2,4,4,4,1,7
spider,女,50,1,1,2,7,7,5,6,2,2,1,6,5,3,7,5,2,3,6,2,3,7
spider,女,51,1,5,3,6,7,5,4,3,3,2,2,2,5,7,4,3,4,4,4,1,4
spider,女,52,3,2,2,2,3,4,3,2,2,1,5,2,2,5,4,2,5,3,1,2,7
spider,女,53,1,1,1,4,4,4,4,4,3,3,2,3,2,7,3,4,4,4,4,4,6
spider,女,54,2,1,1,1,7,7,7,1,1,1,1,1,7,7,1,1,1,1,1,1,7
spider,女,55,4,4,4,3,3,2,4,4,4,4,4,3,3,2,3,2,2,3,3,3,4
spider,女,56,1,6,1,4,5,6,5,1,1,1,1,4,6,4,3,1,2,1,2,1,6
spider,女,57,1,1,4,4,2,5,2,1,1,1,6,1,7,7,7,1,1,1,2,2,7
spider,女,58,1,5,4,6,7,5,4,1,2,1,1,2,7,6,4,5,6,6,5,3,5
spider,女,59,1,7,6,7,7,5,5,1,2,3,1,3,6,7,4,2,6,6,5,6,6
spider,女,60,4,4,4,3,3,5,4,3,5,4,4,5,4,4,5,3,5,3,4,4,6
spider,女,61,1,1,1,5,5,4,6,1,5,1,5,6,7,7,4,4,5,1,5,5,7
spider,女,62,1,1,7,7,7,1,1,1,7,1,7,1,7,7,1,1,7,7,7,1,7
spider,女,63,1,1,1,7,7,2,1,1,2,1,2,2,7,7,7,1,4,4,7,2,7
spider,女,64,4,6,5,7,7,7,4,4,5,4,4,6,6,6,6,4,5,4,5,4,5
spider,女,65,1,1,1,5,5,1,1,1,3,2,4,4,5,6,4,4,4,4,4,3,3
spider,女,66,1,1,1,1,6,5,4,1,1,1,4,3,7,6,5,1,3,1,1,4,4
spider,女,67,3,3,2,5,7,6,4,4,4,4,4,4,7,7,4,6,4,4,4,4,7
spider,女,68,1,2,2,3,5,4,4,4,4,2,5,4,6,6,5,4,5,3,5,4,5
spider,女,69,2,7,7,7,7,6,5,6,5,2,5,6,6,6,7,4,5,6,4,4,5
spider,女,70,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,7,1
spider,女,71,3,3,3,3,3,2,3,2,3,2,2,2,6,6,5,2,3,2,3,2,4
spider,女,72,2,7,5,6,2,6,3,1,2,2,1,2,5,6,6,6,7,5,6,1,7
spider,女,73,3,4,4,4,5,4,4,4,3,3,2,2,5,7,7,1,2,2,6,6,7
spider,女,74,1,5,1,6,7,7,1,1,4,1,1,1,5,7,1,1,3,4,4,2,6
spider,女,75,1,6,4,7,7,1,4,1,1,1,4,7,7,7,7,1,1,1,5,1,7
spider,女,76,5,7,7,7,7,7,4,1,4,1,5,4,4,7,7,7,4,2,7,4,6
spider,女,77,1,3,1,7,7,1,1,1,3,1,1,5,7,7,5,1,4,6,7,1,5
spider,女,78,1,1,1,5,7,1,1,1,1,1,1,1,7,7,5,1,4,3,1,1,5
spider,女,79,1,6,1,6,7,4,2,2,1,1,6,5,6,6,2,1,2,5,2,1,5
spider,女,80,5,5,5,7,7,4,4,4,1,2,3,4,7,7,5,4,5,4,5,6,7
spider,女,81,7,5,2,3,3,5,1,1,2,1,4,5,4,6,5,2,4,3,4,1,4
spider,女,82,1,1,1,1,3,1,1,1,4,1,1,1,4,6,2,1,1,4,1,1,4
spider,女,83,4,4,4,7,7,3,2,2,2,2,1,2,6,7,7,3,2,2,2,2,7
spider,女,84,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,7,5,1,1,7
spider,女,85,1,5,1,2,5,1,2,1,3,1,1,1,5,6,1,1,2,1,6,1,7
spider,女,86,3,5,4,4,4,4,5,1,4,3,4,4,5,6,4,4,3,3,4,4,5
spider,女,87,2,2,2,5,6,3,5,3,5,2,2,2,6,6,4,3,6,5,6,6,6
spider,女,88,1,2,2,2,2,5,4,1,1,1,5,5,6,6,4,2,6,2,2,2,5
spider,女,89,3,3,3,6,6,3,2,2,2,5,3,5,3,6,3,3,7,2,4,3,5
spider,女,90,6,2,4,6,7,7,7,4,5,3,5,5,3,5,5,4,6,5,4,6,7
spider,女,91,3,1,1,5,6,5,2,1,1,1,4,1,6,6,6,2,1,1,4,1,7
spider,女,92,3,1,1,1,7,1,7,1,7,3,6,2,7,7,7,1,7,7,2,7,7
spider,女,93,1,1,2,4,5,5,2,1,6,1,4,4,6,7,5,1,5,2,4,2,6
spider,女,94,5,2,4,2,1,6,4,2,2,1,4,2,5,7,4,2,5,4,2,3,7
spider,女,95,1,1,1,6,7,5,5,4,5,1,4,6,6,7,5,2,4,3,5,3,7
spider,女,96,1,1,1,4,5,4,4,4,4,4,4,5,6,7,4,1,4,4,6,6,6
spider,女,97,3,3,3,5,6,4,4,3,4,3,4,6,6,6,5,4,4,4,5,4,6
spider,女,98,1,2,1,4,6,4,2,1,2,1,6,2,5,7,6,2,4,4,4,4,5
spider,女,99,1,1,1,1,4,2,2,1,1,1,1,1,5,6,2,2,5,4,4,3,2
spider,女,100,1,1,1,5,7,2,1,1,1,1,7,2,6,7,7,4,4,6,3,4,5
spider,女,101,1,1,2,5,7,4,1,2,2,1,1,5,5,5,4,2,4,5,3,1,6
spider,女,102,3,2,3,5,6,4,4,3,3,3,5,5,6,7,5,3,3,3,5,5,7
spider,女,103,7,6,6,4,2,5,5,2,4,1,2,6,7,6,4,2,5,5,1,3,4
spider,女,104,2,2,2,6,7,5,5,2,2,1,1,5,6,7,7,2,5,2,6,3,5
spider,女,105,1,2,2,6,7,3,3,1,4,2,2,6,7,7,5,3,5,5,5,7,7
spider,女,106,1,1,1,1,1,1,1,1,1,1,1,1,5,6,1,1,1,6,1,1,5
spider,女,107,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
bee,男,1,7,6,5,3,4,7,2,4,7,4,6,2,6,5,5,6,2,1,5,1,6
bee,男,2,3,2,1,3,6,1,6,6,6,6,5,1,6,6,3,5,3,6,6,4,6
bee,男,3,7,2,2,7,3,4,5,2,2,5,3,3,5,3,6,4,6,4,7,3,5
bee,男,4,1,1,1,5,4,7,1,1,1,1,4,2,5,7,3,1,7,7,2,1,7
bee,男,5,5,5,2,6,4,7,2,4,3,5,3,4,6,7,5,5,2,3,3,4,4
bee,男,6,4,4,4,4,5,3,4,4,4,4,4,4,5,5,4,5,4,4,4,4,5
bee,男,7,5,4,4,3,5,6,7,6,6,4,4,4,6,5,5,7,7,1,5,2,5
bee,男,8,4,6,4,6,7,7,2,4,3,3,3,2,6,6,5,4,4,2,6,4,5
bee,男,9,5,4,4,5,5,6,3,3,5,5,2,5,5,6,6,5,5,5,4,4,6
bee,男,10,5,6,6,5,2,6,5,3,4,5,5,6,5,6,6,6,5,5,5,6,4
bee,男,11,4,6,4,6,6,5,4,4,5,5,6,4,6,6,6,5,6,6,5,5,6
bee,男,12,3,1,1,7,5,6,1,1,1,1,6,1,7,7,5,5,5,1,6,1,5
bee,男,13,1,1,1,1,2,7,2,4,2,1,2,2,6,2,2,3,4,1,1,2,4
bee,男,14,6,3,3,6,5,3,2,4,4,5,4,2,4,6,6,5,6,4,6,2,5
bee,男,15,4,5,3,7,3,4,2,2,6,1,3,1,5,3,6,5,2,5,2,5,5
bee,男,16,4,4,4,5,7,7,4,4,4,4,4,4,7,7,7,4,5,4,6,5,6
bee,男,17,3,3,3,6,4,4,3,4,3,3,3,3,3,3,3,3,6,5,6,4,3
bee,男,18,7,5,5,7,5,6,1,1,5,6,5,3,4,6,6,5,6,6,6,1,5
bee,男,19,1,1,7,5,7,7,1,1,1,1,7,5,5,5,4,1,4,6,1,1,4
bee,男,20,2,4,5,7,2,7,3,1,5,2,3,4,7,7,7,5,7,6,7,4,7
bee,男,21,1,1,4,3,4,5,4,4,3,4,4,4,3,3,3,2,5,5,5,3,3
bee,男,22,6,6,3,5,3,5,5,5,6,3,5,3,6,6,6,6,6,6,6,2,7
bee,男,23,3,4,2,5,6,6,3,2,5,4,6,3,7,6,2,6,4,1,5,1,5
bee,男,24,6,2,3,5,5,5,3,4,5,5,6,1,6,7,6,7,5,5,7,3,5
bee,男,25,2,6,2,7,7,6,2,1,3,1,6,4,7,7,6,5,1,1,6,1,6
bee,男,26,4,3,4,5,5,5,3,5,5,5,6,3,3,5,6,5,5,5,5,5,5
bee,男,27,6,7,4,7,7,7,1,2,1,6,2,1,6,7,6,3,4,2,5,1,5
bee,男,28,5,5,4,6,6,6,4,4,6,6,4,4,4,6,5,6,5,3,6,3,4
bee,男,29,6,4,5,4,7,5,1,6,3,2,1,2,5,7,4,2,3,2,7,4,4
bee,男,30,4,4,4,3,3,4,2,2,2,2,3,2,6,5,5,2,4,4,3,4,4
bee,男,31,1,1,1,7,7,6,1,1,1,3,5,1,6,7,5,5,1,1,4,1,4
bee,男,32,6,5,4,6,5,4,3,5,5,5,4,3,4,5,5,5,5,4,5,4,5
bee,男,33,2,2,6,6,6,7,2,2,2,2,5,3,7,6,6,7,2,2,4,1,4
bee,男,34,4,4,4,6,5,4,3,2,2,5,2,1,6,6,5,5,4,3,3,3,4
bee,男,35,6,6,3,3,5,6,6,7,4,7,5,5,5,5,6,6,2,6,6,6,4
bee,男,36,3,3,4,4,3,4,5,4,3,5,4,2,2,2,3,5,5,3,3,5,3
bee,女,37,5,3,3,5,5,6,2,4,2,2,2,2,6,4,5,3,3,4,3,1,6
bee,女,38,5,1,1,5,5,5,1,1,2,2,6,2,5,6,7,6,5,1,5,1,7
bee,女,39,2,3,5,5,4,4,1,1,1,1,1,4,7,1,1,1,5,1,7,2,1
bee,女,40,5,2,1,7,7,5,4,4,3,1,6,1,5,7,6,4,4,2,5,4,5
bee,女,41,5,5,2,5,3,3,2,3,5,4,5,4,4,7,6,4,4,5,5,1,7
bee,女,42,5,4,3,5,6,3,3,2,3,3,5,3,6,6,6,5,5,3,5,5,5
bee,女,43,3,2,1,5,6,4,1,5,2,2,2,1,5,6,5,5,5,1,5,5,5
bee,女,44,6,2,1,6,6,6,1,1,2,5,5,2,4,7,4,7,5,1,4,4,6
bee,女,45,5,4,2,6,7,5,2,6,4,3,4,2,5,2,5,6,7,6,5,1,5
bee,女,46,5,1,1,6,1,4,1,2,3,3,5,4,5,7,3,6,4,2,5,1,5
bee,女,47,4,4,1,5,5,5,4,3,2,2,5,4,5,7,7,6,5,1,5,1,5
bee,女,48,1,1,1,5,6,1,1,1,1,1,5,1,7,7,6,1,7,1,5,1,4
bee,女,49,4,2,1,7,7,4,1,4,5,5,4,4,4,7,7,7,6,6,7,1,7
bee,女,50,3,5,3,6,7,5,3,2,5,3,6,3,7,5,7,6,5,1,5,2,4
bee,女,51,5,5,4,5,6,7,3,2,4,3,5,4,6,7,4,4,6,4,5,3,4
bee,女,52,4,3,3,4,5,3,3,3,2,3,6,4,5,6,4,6,6,5,2,2,5
bee,女,53,5,5,2,6,7,5,5,2,2,2,2,2,7,5,5,4,4,4,4,1,5
bee,女,54,2,1,1,1,7,1,1,1,1,1,7,1,4,7,1,7,1,1,1,1,1
bee,女,55,3,4,4,4,2,2,2,4,4,4,4,4,3,4,4,3,3,4,4,4,4
bee,女,56,1,1,5,5,6,6,4,5,2,5,6,4,6,6,5,5,5,3,6,3,1
bee,女,57,3,2,3,2,3,6,6,1,2,1,5,1,7,6,7,1,7,1,5,1,7
bee,女,58,5,4,5,4,2,5,2,3,4,4,1,1,6,6,5,6,4,3,4,1,5
bee,女,59,6,6,5,5,4,6,3,5,5,5,4,2,5,7,6,6,6,7,6,6,7
bee,女,60,6,6,5,4,6,5,3,4,3,6,3,2,5,4,5,7,5,3,4,3,4
bee,女,61,6,5,2,6,7,5,5,4,4,5,4,2,5,7,6,6,7,6,7,1,6
bee,女,62,5,1,5,7,7,7,1,1,1,1,6,5,7,7,7,1,1,5,6,1,7
bee,女,63,7,7,2,7,6,7,2,3,5,6,7,4,7,7,7,4,6,4,7,4,7
bee,女,64,4,3,4,6,5,5,4,4,4,4,5,5,5,6,6,4,4,5,5,4,5
bee,女,65,5,5,3,5,5,4,4,4,3,3,3,3,5,6,5,4,5,4,5,2,4
bee,女,66,1,1,1,5,2,7,4,1,1,1,5,3,7,6,6,5,3,4,6,4,4
bee,女,67,6,6,6,6,6,6,2,7,4,4,4,4,7,7,7,7,7,1,7,7,7
bee,女,68,4,5,4,5,5,5,2,2,2,2,5,2,5,5,5,1,3,5,5,4,5
bee,女,69,6,3,2,7,3,7,4,4,6,5,6,4,5,6,6,5,6,5,6,4,5
bee,女,70,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1
bee,女,71,5,1,2,5,2,3,2,5,4,6,4,2,5,6,6,5,5,2,6,3,6
bee,女,72,6,7,5,7,7,7,2,6,4,6,4,3,5,7,6,7,6,6,6,7,7
bee,女,73,5,2,1,6,5,6,1,1,2,2,4,1,6,6,6,4,4,4,4,5,7
bee,女,74,5,3,4,5,5,6,1,1,5,2,3,1,5,5,5,5,5,5,5,1,4
bee,女,75,6,7,5,7,6,5,4,1,4,5,5,5,5,7,6,7,5,7,7,1,5
bee,女,76,5,6,6,7,7,7,1,1,4,7,7,3,6,7,7,7,6,2,7,1,6
bee,女,77,6,5,3,7,7,6,3,5,2,1,5,1,7,7,7,6,7,2,7,1,1
bee,女,78,2,1,1,5,7,7,1,1,1,1,2,1,5,6,6,6,5,1,4,1,4
bee,女,79,1,6,1,7,7,7,7,6,5,1,5,2,5,7,6,3,6,4,4,2,3
bee,女,80,4,3,3,6,7,7,4,4,4,4,6,4,6,7,7,5,6,1,7,5,5
bee,女,81,7,7,2,2,1,3,1,1,5,4,6,5,7,7,5,6,4,5,4,1,4
bee,女,82,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,5,1,1,1,1
bee,女,83,7,4,2,4,6,6,3,3,3,4,5,2,6,4,5,3,3,4,5,5,4
bee,女,84,1,1,1,1,1,1,1,1,1,1,1,1,4,7,1,6,7,1,1,1,6
bee,女,85,1,2,1,3,2,2,1,1,1,1,1,2,7,7,5,1,2,1,7,1,7
bee,女,86,5,5,4,5,5,4,3,4,4,6,4,4,5,5,6,5,4,3,4,4,5
bee,女,87,2,5,2,6,6,7,6,4,3,3,4,2,6,6,5,5,5,2,5,5,5
bee,女,88,5,5,3,5,6,4,3,2,2,2,6,3,5,6,6,5,6,3,6,2,4
bee,女,89,2,2,2,5,5,5,2,3,3,6,3,5,3,6,6,5,6,2,5,2,3
bee,女,90,6,5,5,4,5,2,5,3,5,4,5,5,7,6,5,6,3,6,4,1,2
bee,女,91,5,2,2,6,6,3,2,5,5,5,4,2,5,3,5,4,3,1,5,5,4
bee,女,92,1,6,1,6,7,7,6,7,7,7,6,2,7,7,7,7,7,1,7,1,7
bee,女,93,6,2,5,4,4,5,2,5,3,5,4,4,5,4,4,6,3,2,4,1,2
bee,女,94,4,3,3,7,6,5,2,1,3,2,6,1,6,6,7,3,5,1,6,2,4
bee,女,95,1,6,1,7,7,6,3,2,3,4,4,6,6,6,7,4,5,3,4,3,4
bee,女,96,5,4,4,6,4,6,4,5,5,7,4,4,5,7,7,7,5,1,5,5,5
bee,女,97,4,4,4,5,6,6,4,4,4,3,4,4,6,6,6,4,5,4,4,4,4
bee,女,98,4,5,5,6,7,5,3,3,4,4,5,3,6,6,6,5,5,3,6,4,5
bee,女,99,4,2,2,2,4,2,2,2,2,2,2,2,5,4,3,4,3,3,3,3,3
bee,女,100,4,1,1,5,3,5,1,2,3,4,5,1,6,7,7,6,5,3,6,1,5
bee,女,101,3,5,3,5,7,7,4,5,4,3,2,1,5,7,3,3,5,2,4,1,4
bee,女,102,6,4,4,6,5,5,5,5,5,4,5,4,5,5,6,5,5,3,4,5,5
bee,女,103,3,5,5,6,7,5,5,5,5,6,3,6,7,5,5,4,6,4,5,5,7
bee,女,104,3,2,2,6,5,6,2,2,3,3,5,3,4,6,7,5,5,2,3,2,3
bee,女,105,6,6,3,5,6,2,1,5,3,6,6,2,5,7,7,6,2,1,5,2,1
bee,女,106,1,1,1,6,4,4,2,2,1,1,6,1,1,7,6,5,5,5,7,1,7
bee,女,107,5,3,4,5,4,7,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4
butterfly,男,1,7,1,3,7,2,1,1,5,7,6,7,1,1,7,7,7,4,6,6,1,7
butterfly,男,2,6,3,2,7,7,3,3,3,7,6,3,1,2,6,6,7,1,5,6,1,7
butterfly,男,3,7,3,3,7,7,1,1,3,2,6,1,1,1,6,7,4,2,5,4,1,4
butterfly,男,4,3,2,2,7,4,4,1,1,7,1,1,1,1,7,7,7,5,7,7,1,7
butterfly,男,5,4,2,1,7,5,4,2,2,6,4,3,4,4,4,3,7,4,3,5,4,5
butterfly,男,6,6,4,4,6,5,4,4,4,5,5,4,3,4,5,5,5,5,5,5,5,6
butterfly,男,7,7,1,7,7,5,4,3,4,2,6,2,3,3,7,7,6,6,4,7,2,5
butterfly,男,8,5,4,5,7,7,5,3,2,7,6,5,1,1,7,7,6,4,6,7,2,6
butterfly,男,9,5,5,5,7,6,5,2,4,7,5,3,2,2,6,7,5,4,5,7,5,6
butterfly,男,10,6,4,6,5,4,6,6,4,4,6,5,3,6,5,3,3,6,3,6,5,3
butterfly,男,11,6,5,6,5,5,7,3,5,7,4,5,6,6,6,6,6,5,6,6,5,6
butterfly,男,12,7,1,6,7,1,2,1,1,6,1,5,1,1,7,7,6,5,6,6,1,6
butterfly,男,13,4,1,5,7,6,1,1,1,6,4,4,1,2,7,6,3,1,3,7,1,5
butterfly,男,14,6,3,3,7,5,5,2,4,7,6,3,2,2,7,6,7,4,6,7,3,5
butterfly,男,15,3,1,5,7,2,1,6,2,5,3,5,3,2,6,2,2,3,6,3,1,6
butterfly,男,16,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,6,5,6,6,4,6
butterfly,男,17,7,4,4,7,7,4,3,3,7,4,3,3,3,5,7,4,4,6,7,4,4
butterfly,男,18,7,3,2,7,7,1,1,1,6,6,4,1,1,6,5,6,1,5,7,1,5
butterfly,男,19,1,1,1,7,7,5,1,1,6,4,6,1,1,7,6,1,2,4,6,1,1
butterfly,男,20,1,1,1,7,1,4,1,7,6,4,4,1,1,7,7,7,5,5,7,1,5
butterfly,男,21,5,3,3,7,3,3,5,3,3,5,3,5,2,5,2,5,5,4,3,4,3
butterfly,男,22,6,2,2,7,7,5,6,2,7,6,2,7,2,5,5,5,4,5,5,4,4
butterfly,男,23,5,1,1,5,3,6,2,1,7,4,6,3,2,6,7,7,2,5,6,1,5
butterfly,男,24,6,5,3,7,4,4,1,3,6,5,4,1,1,6,7,7,4,5,7,6,6
butterfly,男,25,6,1,6,7,7,2,1,1,6,6,5,2,2,7,7,6,1,6,7,1,7
butterfly,男,26,5,3,3,6,6,3,3,2,6,5,5,2,2,6,6,5,3,6,5,3,5
butterfly,男,27,6,4,6,7,6,5,1,1,7,7,3,5,1,7,7,7,1,5,7,1,1
butterfly,男,28,7,3,3,7,7,4,3,4,7,7,3,3,1,7,7,7,4,5,7,2,4
butterfly,男,29,6,3,2,7,5,2,1,1,7,7,1,1,1,7,7,7,1,7,1,1,7
butterfly,男,30,5,4,4,5,5,5,3,4,5,5,3,3,2,5,5,4,4,4,5,2,4
butterfly,男,31,4,1,6,7,7,1,1,1,7,1,1,1,1,7,7,6,1,5,7,1,6
butterfly,男,32,6,4,4,5,6,3,3,3,5,5,4,3,3,5,5,5,4,5,5,4,5
butterfly,男,33,6,2,6,7,6,5,3,2,6,2,5,3,2,6,7,6,2,3,5,4,5
butterfly,男,34,6,3,1,7,5,2,1,1,3,4,3,3,3,6,6,5,2,2,2,1,4
butterfly,男,35,4,4,6,6,6,6,6,6,7,7,7,7,7,7,7,4,5,5,5,5,5
butterfly,男,36,2,3,3,5,4,4,4,4,3,5,3,5,4,4,3,2,4,5,4,5,4
butterfly,女,37,4,2,5,6,6,3,2,2,6,5,2,1,1,7,6,4,4,5,6,1,6
butterfly,女,38,5,1,6,7,7,2,1,1,6,4,5,1,1,7,7,5,4,5,6,1,6
butterfly,女,39,4,4,2,6,2,5,1,1,1,1,1,1,1,6,7,1,1,1,7,1,2
butterfly,女,40,4,1,7,7,1,1,1,1,5,4,4,1,1,7,5,5,2,6,6,1,5
butterfly,女,41,5,3,1,7,1,1,1,4,7,5,1,1,1,7,7,6,3,7,7,1,7
